id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
6484,M,1.5625,1.2125,0.375,31.62386725,15.52135125,7.427569,8.0796075,10.0
6485,I,1.6125,1.25,0.425,36.514156,16.4710595,8.9300925,8.66077225,9.0
6486,M,1.5625,1.2,0.425,32.034935,14.855138,7.881161,8.20718025,10.0
6487,I,0.8125,0.625,0.225,5.1879585,2.70737725,0.94970825,1.70097,8.0
6488,M,1.6875,1.375,0.5,42.354153,19.54698025,8.29222875,11.3398,10.0
6489,I,1.2625,1.0,0.3,16.85377775,8.845044,3.345241,4.35164825,8.0
6490,M,1.575,1.225,0.4,33.3673615,12.20445975,7.427569,9.7805775,9.0
6491,F,1.4875,1.1625,0.3875,26.80445225,10.47514025,5.68407475,8.6465975,14.0
6492,F,1.375,1.0375,0.4125,24.73493875,10.5743635,5.6415505,7.087375,10.0
6493,I,1.25,0.975,0.3125,15.74814725,7.711064,3.2601925,5.03203625,8.0
6494,I,1.025,0.7625,0.25,9.19941275,3.72795925,1.77184375,3.13261975,7.0
6495,F,1.6,1.3125,0.4125,35.777069,17.16562225,8.0229085,9.56795625,9.0
6496,I,0.8375,0.65,0.225,5.443104,2.19708625,0.963883,1.8994165,6.0
6497,M,1.525,1.2375,0.425,31.59551775,14.33067225,7.27164675,9.7805775,10.0
6498,I,1.325,1.05,0.325,19.43358225,7.75358825,4.63514325,5.5281525,9.0
6499,F,1.2875,0.975,0.375,16.9813505,5.3580555,4.0539785,5.216308,17.0
6500,I,0.45,0.3,0.1125,0.963883,0.2551455,0.226796,0.2551455,3.0
6501,M,1.625,1.2625,0.4125,36.230661,17.08057375,8.26387925,8.3631025,9.0
6502,M,1.6625,1.3,0.4375,36.27318525,17.08057375,8.221355,10.6310625,11.0
6503,M,1.325,1.0375,0.375,22.01338675,9.2135875,4.1106775,6.520385,11.0
6504,M,1.325,1.025,0.3625,19.66037825,8.66077225,4.309124,5.6699,8.0
6505,F,1.65,1.275,0.4375,34.68561325,14.21727425,7.01650125,9.7805775,9.0
6506,I,1.2875,0.9875,0.3125,15.3937785,7.04485075,3.89805625,4.9611625,9.0
6507,M,1.3375,1.0,0.3625,21.6873675,7.04485075,4.3941725,5.953395,11.0
6508,M,1.675,1.3125,0.5125,41.39027,17.22232125,8.448151,11.3398,12.0
6509,M,1.4625,1.1625,0.4625,31.48211975,12.813974,7.52679225,7.5126175,8.0
6510,M,1.1375,0.875,0.275,12.757275,5.4147545,2.8066005,3.685435,8.0
6511,M,1.5625,1.25,0.4375,36.5425055,16.51358375,8.34892775,9.922325,11.0
6512,I,1.2875,0.975,0.3375,16.40018575,6.7188315,3.6003865,4.3941725,11.0
6513,I,1.175,0.8375,0.2875,11.18387775,4.80524025,2.67902775,3.2601925,8.0
6514,M,1.6125,1.25,0.4,34.2178465,15.1669825,6.066793,10.0640725,12.0
6515,I,1.4625,1.175,0.325,24.7491135,11.0846545,5.3013565,7.087375,9.0
6516,F,1.375,1.0875,0.3125,21.3471735,8.164656,4.1106775,6.80388,9.0
6517,M,1.575,1.2625,0.4375,31.127751,12.94154675,6.67630725,10.0640725,12.0
6518,I,0.8,0.625,0.1875,5.556502,2.36718325,1.13398,1.20485375,7.0
6519,I,1.3125,1.0,0.3125,21.885814,9.99319875,4.3941725,5.2446575,9.0
6520,F,1.3125,1.0,0.3375,23.85610425,10.6310625,4.479221,6.80388,15.0
6521,F,1.225,0.9375,0.325,15.6772735,6.05261825,3.72795925,4.9611625,11.0
6522,M,1.425,1.1,0.375,28.7180435,13.9763035,6.633783,7.5126175,9.0
6523,F,1.425,1.075,0.4125,24.153774,10.149121,4.74854125,6.80388,13.0
6524,M,1.375,1.075,0.35,22.2543575,10.73028575,5.6982495,6.80388,9.0
6525,M,1.4125,1.1,0.3625,25.86891875,11.793392,5.6415505,7.7961125,9.0
6526,M,1.6875,1.3125,0.4875,46.45065575,23.09066775,10.92873225,11.3398,10.0
6527,I,1.2,0.9375,0.35,15.49300175,6.293589,3.52951275,4.819415,11.0
6528,I,1.2,0.9625,0.3125,16.896302,8.77417025,3.21766825,4.2807745,8.0
6529,I,0.9625,0.75,0.2375,8.23552975,3.685435,1.6726205,3.2601925,8.0
6530,I,1.15,0.875,0.3125,13.721158,5.783298,2.721552,4.252425,8.0
6531,F,1.6375,1.2625,0.4125,37.06697125,12.65805175,8.80251975,11.623295,19.0
6532,I,1.5,1.1625,0.375,29.55435375,10.0073735,8.57572375,8.788345,11.0
6533,I,1.1875,0.9125,0.3125,15.43630275,6.4920355,3.33106625,3.685435,8.0
6534,I,0.5375,0.375,0.125,1.09145575,0.63786375,0.396893,0.52446575,3.0
6535,I,1.3,1.025,0.3,17.7184375,8.6465975,3.72795925,5.2446575,8.0
6536,M,1.4375,1.1,0.4,25.69882175,10.5176645,6.123492,8.50485,12.0
6537,M,1.3375,1.05,0.35,19.83047525,8.561549,4.01145425,5.85417175,9.0
6538,M,1.55,1.1625,0.375,33.38153625,15.4504775,6.22271525,8.66077225,11.0
6539,I,0.8125,0.6,0.1875,4.09650275,1.68679525,0.86465975,1.2757275,7.0
6540,M,1.3125,1.025,0.35,17.76096175,7.75358825,4.60679375,5.0178615,8.0
6541,I,1.1875,0.9,0.275,12.34620725,5.896696,2.50893075,3.38776525,7.0
6542,M,1.625,1.3,0.45,36.967748,16.726205,8.60407325,10.61688775,12.0
6543,I,1.2,0.9125,0.325,14.8834875,6.406987,3.4869885,4.252425,7.0
6544,I,1.2,0.925,0.3,13.2392165,6.4920355,2.96252275,3.8271825,8.0
6545,M,1.5,1.175,0.4125,33.3673615,15.80484625,6.73300625,7.5126175,10.0
6546,I,0.875,0.6625,0.25,8.40562675,3.6003865,1.31825175,2.02698925,6.0
6547,I,0.6875,0.5,0.175,2.721552,1.0489315,0.83631025,0.850485,6.0
6548,F,1.175,0.9375,0.3125,17.50581625,8.8733935,4.09650275,5.10291,9.0
6549,M,1.525,1.175,0.4,27.158821,11.15552825,5.5281525,8.0796075,14.0
6550,F,1.7375,1.375,0.4375,49.0871593,21.24795025,11.94931425,13.324265,11.0
6551,I,1.0375,0.7875,0.2,10.2341695,4.7910655,2.33883375,2.83495,7.0
6552,I,1.1625,0.8875,0.3125,14.004653,6.05261825,2.96252275,3.96893,9.0
6553,I,0.925,0.7,0.25,6.30776375,2.7499015,1.31825175,2.1262125,7.0
6554,M,0.95,0.7,0.2125,7.654365,3.061746,1.8994165,2.4097075,9.0
6555,M,1.3625,1.025,0.35,21.58814425,7.711064,4.3374735,6.80388,11.0
6556,I,0.725,0.525,0.1875,3.6003865,1.474174,0.8788345,0.9922325,6.0
6557,M,1.525,1.2125,0.4,29.24250925,13.16834275,6.633783,8.0796075,9.0
6558,M,1.55,1.2,0.3625,29.15746075,12.0485375,6.4920355,8.3631025,9.0
6559,M,1.175,0.925,0.3125,18.27125275,8.051258,4.53592,5.2446575,10.0
6560,F,1.4125,1.1,0.35,26.32251075,8.845044,6.08096775,8.50485,13.0
6561,M,1.475,1.125,0.375,27.08794725,11.679994,6.13766675,7.93786,9.0
6562,I,1.3,1.05,0.2875,15.762322,7.41339425,2.891649,5.0178615,7.0
6563,M,1.5875,1.2625,0.5,36.7126025,12.31785775,8.83086925,13.1825175,19.0
6564,I,1.35,1.05,0.35,19.8163005,8.334753,3.98310475,6.1518415,11.0
6565,I,1.3125,1.025,0.3125,19.74542675,9.241937,4.63514325,5.2446575,8.0
6566,F,1.4,1.125,0.375,24.73493875,10.87203325,5.59902625,6.0951425,11.0
6567,M,1.2625,1.0,0.3125,18.80989325,8.8166945,4.12485225,5.953395,8.0
6568,F,1.1,0.85,0.3375,12.48795475,5.329706,2.84912475,3.685435,9.0
6569,F,1.5625,1.2125,0.4,31.2694985,13.93377925,6.64795775,10.9145575,14.0
6570,I,0.9125,0.675,0.2,5.88252125,1.871067,1.48834875,1.984465,6.0
6571,I,1.175,0.875,0.3,13.48018725,6.73300625,2.87747425,3.8271825,8.0
6572,I,0.4375,0.3,0.1125,0.86465975,0.3118445,0.21262125,0.283495,5.0
6573,I,1.1625,0.875,0.3375,12.133586,5.03203625,2.494756,3.75630875,9.0
6574,M,1.45,1.1625,0.375,27.499015,13.05494475,5.2446575,9.02931575,9.0
6575,I,1.0625,0.7875,0.25,9.19941275,3.41611475,1.7293195,2.73572675,7.0
6576,M,1.175,0.8875,0.3125,13.05494475,5.443104,2.99087225,4.252425,8.0
6577,M,1.6875,1.3375,0.4625,44.94813225,17.08057375,9.2702865,19.43358225,12.0
6578,M,1.4625,1.125,0.3375,24.62154075,9.76640275,5.14543425,7.087375,16.0
6579,I,1.175,0.875,0.35,13.05494475,5.91087075,3.3735905,4.1106775,8.0
6580,M,1.4375,1.2125,0.4125,28.22192725,13.79203175,5.57067675,7.030676,9.0
6581,F,1.3125,1.0625,0.375,23.0481435,9.1568885,5.76912325,7.087375,7.0
6582,F,1.4125,1.1,0.3875,30.957654,11.8784405,6.56290925,9.355335,18.0
6583,M,1.4,1.075,0.3625,25.51455,9.62465525,5.40057975,8.74582075,10.0
6584,F,1.2625,1.0,0.275,17.7184375,8.15048125,4.53592,4.9611625,8.0
6585,I,0.7375,0.55,0.1625,3.6570855,1.60174675,0.80796075,1.190679,6.0
6586,F,1.45,1.075,0.375,24.777463,12.20445975,5.62737575,7.087375,9.0
6587,I,0.6875,0.5125,0.175,3.61456125,1.1056305,0.8788345,0.9922325,7.0
6588,M,1.4625,1.1375,0.4125,30.17804275,13.42348825,5.1312595,9.922325,10.0
6589,M,1.5625,1.2,0.4375,35.81959325,15.03940975,7.597666,9.355335,12.0
6590,F,0.95,0.75,0.2,7.10154975,3.005047,1.51669825,2.1262125,14.0
6591,I,1.175,0.9375,0.3,14.81261375,6.64795775,2.9199985,4.3941725,9.0
6592,I,0.925,0.6875,0.2125,6.27941425,3.061746,1.31825175,1.5025235,6.0
6593,I,0.875,0.65,0.2125,5.06038575,2.56562975,0.907184,1.70097,6.0
6594,I,1.175,0.95,0.325,14.2030995,5.443104,3.231843,4.5642695,8.0
6595,I,0.95,0.725,0.25,8.5331995,4.195726,1.8427175,2.26796,7.0
6596,I,1.175,0.8875,0.275,12.82814875,5.556502,2.90582375,3.685435,8.0
6597,I,0.8375,0.625,0.1875,4.26659975,1.871067,0.737087,1.2757275,5.0
6598,M,1.55,1.2125,0.4375,32.07745925,14.401546,6.8322295,9.07184,10.0
6599,M,1.55,1.3125,0.4375,40.993377,19.391058,7.49844275,11.056305,11.0
6600,I,0.6375,0.45,0.1625,1.927766,0.963883,0.396893,0.60951425,5.0
6601,F,1.7125,1.3125,0.5375,50.121916,20.0430965,8.3631025,12.3320325,25.0
6602,I,0.9875,0.7375,0.3125,8.901743,4.0539785,1.60174675,2.83495,7.0
6603,F,1.425,1.0875,0.425,28.2644515,10.77281,6.30776375,8.221355,11.0
6604,I,1.2625,0.9625,0.3625,18.427175,8.71747125,4.06815325,4.6776675,9.0
6605,F,1.45,1.1125,0.375,27.78251,12.20445975,6.36446275,6.7755305,9.0
6606,F,1.5875,1.275,0.475,39.41997975,13.53688625,8.37727725,14.74174,25.0
6607,M,1.0375,0.775,0.2875,9.73805325,4.1673765,2.26796,2.83495,7.0
6608,F,1.425,1.1375,0.375,29.1149365,12.587178,7.087375,7.5126175,10.0
6609,I,0.5375,0.4125,0.125,0.66621325,0.26932025,0.15592225,0.1417475,3.0
6610,I,1.1,0.875,0.25,13.8062065,5.443104,2.2963095,3.96893,8.0
6611,M,1.4375,1.125,0.4,24.720764,9.6671795,6.1518415,7.37087,10.0
6612,F,1.375,1.025,0.375,24.437269,10.6310625,4.83358975,6.9456275,10.0
6613,M,1.425,1.075,0.4,36.457457,16.44271,8.20718025,8.9300925,9.0
6614,M,1.4125,1.1,0.375,27.82503425,13.13999325,6.10931725,7.93786,10.0
6615,M,1.1,0.85,0.275,12.530479,5.14543425,2.438057,3.3168915,9.0
6616,M,1.575,1.225,0.5125,35.096681,17.08057375,7.1724235,11.1980525,12.0
6617,M,1.675,1.3125,0.5,52.34735175,22.1976585,11.07047975,13.324265,14.0
6618,M,1.425,1.1,0.3625,26.705229,10.64523725,5.8683465,6.80388,11.0
6619,F,1.325,1.0125,0.375,22.8213475,8.68912175,4.8477645,7.654365,13.0
6620,I,0.7875,0.575,0.2125,3.89805625,1.54504775,0.793786,1.26155275,6.0
6621,I,1.2875,0.975,0.3125,16.40018575,6.8889285,3.50116325,5.2446575,8.0
6622,I,0.775,0.5375,0.2125,5.82582225,2.08368825,1.03475675,1.417475,6.0
6623,F,1.15,0.9,0.2875,13.93377925,5.953395,3.0333965,3.8271825,7.0
6624,M,1.5625,1.225,0.4125,31.3828965,13.79203175,6.76135575,9.7805775,10.0
6625,M,1.6,1.2125,0.4125,29.653577,11.8784405,7.27164675,8.9300925,11.0
6626,M,1.125,0.8625,0.3,13.53688625,6.13766675,3.07592075,3.21766825,10.0
6627,I,1.025,0.75,0.25,10.75863525,4.479221,2.097863,2.4097075,8.0
6628,I,0.7125,0.525,0.175,3.005047,1.17650425,0.75126175,0.9922325,6.0
6629,F,1.6125,1.25,0.4,39.7743485,18.18620425,7.98038425,10.489315,9.0
6630,I,1.1875,0.8875,0.325,13.8062065,6.406987,2.9199985,3.742134,8.0
6631,I,1.125,0.8875,0.25,11.6516445,4.9611625,1.77184375,3.8271825,7.0
6632,M,1.45,1.125,0.375,24.834162,10.5176645,4.422522,8.0796075,9.0
6633,M,1.55,1.275,0.4125,33.5374585,11.97766375,6.690482,10.489315,22.0
6634,M,1.55,1.225,0.375,28.519597,10.432616,6.0951425,8.788345,10.0
6635,M,1.575,1.1375,0.3875,35.13920525,17.70426275,7.95203475,8.3631025,9.0
6636,F,1.5,1.175,0.375,34.06192425,16.499409,8.3631025,8.164656,9.0
6637,F,1.6,1.25,0.4875,35.6920205,12.870673,8.66077225,10.489315,14.0
6638,F,1.7,1.3625,0.5375,48.7327905,19.6462035,11.12717875,12.757275,15.0
6639,I,0.525,0.375,0.1375,1.31825175,0.737087,0.453592,0.4252425,4.0
6640,I,0.7375,0.5625,0.2,3.1467945,1.2757275,0.77961125,0.907184,6.0
6641,I,0.825,0.65,0.2,5.6699,2.26796,1.304077,1.5592225,7.0
6642,F,1.6,1.25,0.425,43.02036625,19.6462035,9.241937,11.5949455,10.0
6643,F,1.3125,1.0,0.3125,17.70426275,6.78970525,4.4508715,5.2446575,9.0
6644,M,1.275,1.025,0.375,22.29688175,7.75358825,4.60679375,7.767763,9.0
6645,M,1.45,1.1625,0.4375,33.962701,11.679994,7.55514175,13.324265,11.0
6646,M,1.2,0.95,0.3125,16.2442635,7.55514175,3.3735905,4.819415,8.0
6647,F,1.7125,1.375,0.475,43.95589975,16.96717575,10.44679075,10.3475675,18.0
6648,I,1.2,0.95,0.3,13.8062065,6.13766675,3.345241,3.5436875,7.0
6649,M,1.575,1.2,0.45,34.0194,14.401546,7.767763,11.0846545,12.0
6650,F,1.425,1.125,0.375,25.51455,11.43902325,5.20213325,6.80388,10.0
6651,F,1.275,1.0,0.35,24.5790165,9.19941275,5.11708475,8.0796075,10.0
6652,M,1.2,0.9125,0.325,15.195332,7.654365,3.515338,4.3941725,8.0
6653,F,1.4625,1.15,0.425,29.9087225,11.15552825,7.030676,9.4970825,18.0
6654,F,1.5,1.2375,0.475,32.89959475,14.7133905,7.41339425,9.8939755,10.0
6655,F,1.55,1.2,0.4375,34.302895,12.48795475,6.4920355,9.2135875,19.0
6656,M,1.3625,1.0375,0.325,20.1564945,8.50485,4.592619,5.5281525,9.0
6657,F,1.525,1.1875,0.3875,30.05047,12.17611025,7.9662095,7.37087,10.0
6658,I,1.3,1.025,0.3125,17.08057375,8.40562675,4.139027,4.7910655,8.0
6659,M,1.3375,1.1,0.375,21.21960075,7.654365,3.685435,7.2291225,15.0
6660,I,1.375,1.125,0.325,24.16794875,12.3887315,5.03203625,6.9456275,8.0
6661,I,1.175,0.8625,0.3125,12.984071,5.329706,2.99087225,3.5436875,7.0
6662,M,1.375,1.0625,0.425,23.88445375,10.8011595,4.83358975,6.9456275,12.0
6663,M,1.275,0.9875,0.2875,18.07280625,7.52679225,3.78465825,4.7910655,9.0
6664,F,1.175,0.9,0.2875,12.9557215,5.10291,2.9199985,4.819415,10.0
6665,F,1.45,1.1875,0.375,27.45649075,13.99047825,6.010094,8.221355,9.0
6666,F,1.5125,1.225,0.475,32.034935,11.94931425,7.95203475,10.3475675,14.0
6667,I,1.2125,0.9375,0.3,13.8062065,5.6982495,3.345241,4.53592,8.0
6668,F,1.525,1.2125,0.375,32.205032,12.94154675,9.99319875,8.788345,12.0
6669,M,1.5875,1.2125,0.5375,42.807745,14.968536,9.808927,11.80756675,18.0
6670,I,1.1875,0.9375,0.3125,16.102516,8.334753,3.18931875,4.9611625,8.0
6671,I,0.825,0.625,0.1875,4.09650275,1.82854275,0.907184,1.417475,7.0
6672,M,1.575,1.2125,0.4125,30.40483875,14.92601175,6.22271525,8.788345,10.0
6673,F,1.6,1.25,0.425,38.03085425,17.93105875,8.8166945,10.489315,11.0
6674,M,1.5,1.1875,0.4125,30.91512975,10.61688775,6.27941425,10.0640725,15.0
6675,I,0.9,0.6875,0.2375,6.2652395,2.721552,1.14815475,2.211261,8.0
6676,M,1.15,0.875,0.3,13.8062065,5.54232725,3.41611475,4.3941725,9.0
6677,M,1.4,1.1125,0.4,26.988724,11.0846545,7.6260155,7.087375,10.0
6678,I,1.4625,1.1625,0.375,26.591831,11.49572225,6.25106475,7.654365,11.0
6679,M,1.3625,1.0125,0.3875,22.55202725,7.69688925,5.03203625,6.5487345,10.0
6680,I,0.9375,0.6875,0.2125,5.65572525,2.65067825,1.65844575,1.984465,7.0
6681,M,1.4125,1.1,0.35,22.8213475,9.73805325,5.3580555,7.087375,9.0
6682,I,0.9375,0.725,0.225,7.75358825,3.01922175,1.5025235,2.26796,6.0
6683,M,1.425,1.1375,0.3875,24.2955215,10.829509,6.22271525,6.80388,13.0
6684,M,1.625,1.3125,0.475,37.9032815,17.4349425,9.695529,10.13494625,10.0
6685,F,1.625,1.1875,0.4375,39.745999,16.045817,9.34116025,11.4815475,12.0
6686,F,1.7125,1.3,0.475,42.921143,20.14231975,9.53960675,12.2186345,9.0
6687,I,1.375,1.05,0.3625,22.5945515,10.149121,4.0539785,5.8116475,8.0
6688,M,1.5,1.1875,0.45,32.034935,11.94931425,7.24329725,8.3631025,14.0
6689,I,1.35,1.05,0.35,19.74542675,8.85921875,4.082328,5.953395,8.0
6690,F,1.45,1.15,0.3625,25.51455,11.83591625,5.76912325,7.5126175,9.0
6691,I,1.3625,1.0375,0.35,21.035329,9.6671795,3.9972795,4.6776675,9.0
6692,F,1.4375,1.1,0.4125,27.76833525,11.679994,5.59902625,8.50485,14.0
6693,I,0.9875,0.725,0.2,7.49844275,3.40194,1.40330025,2.1262125,6.0
6694,M,1.55,1.125,0.4125,28.0943545,15.5071765,6.6054335,7.32834575,9.0
6695,F,1.3625,1.075,0.325,22.89222125,9.99319875,5.6699,6.23689,12.0
6696,I,1.125,0.9,0.3125,13.551061,5.896696,3.4869885,4.53592,9.0
6697,M,1.6125,1.275,0.4375,39.7743485,12.360382,8.4198015,11.3398,12.0
6698,M,1.55,1.2,0.45,28.81726675,10.5176645,7.654365,10.13494625,11.0
6699,I,1.325,1.025,0.3375,19.504456,8.3064035,3.515338,5.5281525,7.0
6700,M,1.575,1.2,0.4375,35.50774875,17.860185,8.66077225,8.9300925,10.0
6701,I,1.4,1.1,0.3625,25.344453,11.35397475,5.8683465,7.654365,9.0
6702,M,1.3875,1.1,0.3875,25.10348225,11.3681495,5.5281525,6.80388,11.0
6703,M,1.625,1.25,0.475,39.405805,19.54698025,8.26387925,10.3475675,12.0
6704,F,1.5625,1.2125,0.4375,38.215126,16.4710595,7.41339425,11.509897,13.0
6705,F,1.6625,1.3,0.4875,39.87357175,16.96717575,9.00096625,10.20582,10.0
6706,F,1.4375,1.1375,0.3875,22.29688175,9.96484925,4.77689075,6.23689,9.0
6707,I,1.025,0.7875,0.2375,8.8733935,3.345241,1.7293195,2.551455,6.0
6708,M,1.5625,1.2,0.375,32.33260475,16.329312,8.12213175,7.881161,10.0
6709,M,1.4875,1.1875,0.3625,27.499015,11.8784405,5.20213325,7.7961125,14.0
6710,F,1.5875,1.25,0.4375,40.92250325,17.7184375,8.6465975,14.8834875,18.0
6711,I,1.0875,0.8125,0.275,11.5949455,5.386405,2.494756,2.90582375,8.0
6712,I,0.875,0.6625,0.225,7.2858215,2.70737725,1.5025235,2.4097075,6.0
6713,M,1.0625,0.775,0.3125,10.73028575,4.309124,2.26796,3.2601925,10.0
6714,I,1.3125,0.975,0.3125,15.35125425,7.24329725,2.9199985,4.40834725,8.0
6715,F,1.5625,1.2,0.375,35.550273,16.48523425,7.3425205,8.9300925,11.0
6716,I,1.2375,0.9375,0.25,14.004653,6.25106475,2.9199985,3.9972795,8.0
6717,I,0.75,0.575,0.1875,4.2807745,1.814368,0.737087,1.2757275,6.0
6718,F,1.575,1.2,0.4375,34.189497,12.77144975,6.13766675,10.77281,15.0
6719,M,1.225,0.9875,0.3125,16.40018575,6.0951425,4.706017,5.2446575,10.0
6720,I,1.2125,0.9125,0.3125,16.7120303,6.8889285,3.50116325,4.762716,8.0
6721,F,1.5875,1.3125,0.475,36.4291075,16.37183625,8.00873375,11.90679,11.0
6722,M,1.5875,1.3,0.375,32.0065855,10.44679075,6.4920355,11.3398,16.0
6723,M,1.475,1.125,0.4125,29.426781,10.149121,4.63514325,8.6465975,23.0
6724,I,1.3125,1.0,0.35,23.756881,10.432616,5.06038575,5.953395,9.0
6725,F,1.3125,1.1375,0.375,24.607366,10.9145575,5.99591925,6.80388,18.0
6726,F,1.525,1.2,0.3625,30.40483875,13.93377925,6.39281225,8.50485,11.0
6727,F,1.675,1.3125,0.4875,47.513762,19.9863975,10.20582,12.3320325,10.0
6728,M,1.475,1.1625,0.4125,32.998818,15.06775925,7.98038425,7.93786,12.0
6729,M,1.6125,1.2625,0.4125,31.39707125,12.6155275,6.08096775,9.07184,11.0
6730,M,1.4125,1.125,0.3125,24.4656185,11.5382465,5.2446575,6.520385,10.0
6731,F,1.4625,1.175,0.4625,27.9242575,12.47378,5.71242425,9.355335,11.0
6732,F,1.4,1.1125,0.3625,25.7129965,10.5176645,4.876114,7.654365,12.0
6733,M,1.4125,1.125,0.375,27.9667818,9.99319875,6.08096775,7.7961125,13.0
6734,F,1.4625,1.125,0.375,27.82503425,10.262519,6.1518415,7.824462,10.0
6735,I,0.6375,0.4625,0.1375,2.05533875,0.86465975,0.5386405,0.63786375,3.0
6736,I,1.0375,0.7625,0.25,9.73805325,4.49339575,2.25378525,2.6365035,8.0
6737,M,1.3875,1.1125,0.3875,26.2232875,8.561549,5.2446575,10.0640725,21.0
6738,M,1.4375,1.125,0.375,24.62154075,10.9145575,5.74077375,5.5281525,9.0
6739,F,1.6375,1.25,0.4125,38.51279575,17.19397175,7.04485075,11.056305,15.0
6740,I,1.0375,0.775,0.225,9.63883,4.63514325,2.5231055,2.83495,7.0
6741,F,1.5125,1.175,0.475,31.90736225,10.149121,6.406987,11.623295,13.0
6742,F,1.65,1.325,0.4625,44.43784125,19.8163005,8.23552975,12.757275,10.0
6743,M,1.6125,1.275,0.4625,43.828327,19.0225145,11.5949455,10.546014,10.0
6744,I,1.1,0.875,0.2875,11.396499,5.71242425,2.65067825,2.70737725,7.0
6745,F,1.5,1.2,0.4125,31.638042,14.401546,6.917278,8.9300925,10.0
6746,F,1.5,1.175,0.4125,33.89182725,15.365429,7.9662095,8.50485,10.0
6747,I,0.9625,0.7625,0.2375,7.10154975,2.76407625,1.40330025,2.551455,6.0
6748,F,1.25,0.95,0.3875,16.85377775,5.74077375,4.195726,5.386405,12.0
6749,I,0.4,0.275,0.0875,0.89300925,0.21262125,0.12757275,0.1417475,4.0
6750,I,0.6375,0.4875,0.1375,2.62232875,1.077281,0.5953395,0.69456275,4.0
6751,I,1.2625,0.9625,0.3625,17.0380495,7.15824875,3.35941575,5.2446575,11.0
6752,I,0.7625,0.55,0.225,4.422522,1.91359125,1.03475675,1.417475,6.0
6753,M,1.55,1.2125,0.425,34.5013415,17.08057375,6.39281225,7.37087,9.0
6754,I,1.025,0.8125,0.275,8.40562675,3.912231,1.6159215,2.83495,6.0
6755,M,1.625,1.25,0.375,35.096681,15.03940975,8.391452,9.07184,11.0
6756,M,1.2,0.9375,0.3,15.15280775,6.633783,3.345241,4.53592,8.0
6757,I,1.025,0.775,0.25,10.61688775,4.762716,1.8427175,2.324659,7.0
6758,I,0.925,0.6875,0.2375,6.08096775,2.65067825,1.31825175,1.984465,6.0
6759,I,0.7875,0.575,0.175,4.97533725,1.417475,0.963883,1.13398,9.0
6760,F,1.325,1.05,0.3375,20.87940675,10.61688775,4.422522,5.8116475,10.0
6761,F,1.4625,1.125,0.35,24.22464775,10.489315,6.1518415,8.221355,13.0
6762,F,1.875,1.5625,0.5375,72.4329725,32.13415825,12.88484775,17.0097,11.0
6763,I,1.275,0.975,0.3125,23.189891,12.8423235,4.3941725,5.386405,8.0
6764,F,1.75,1.3625,0.4875,62.652395,31.34037225,11.850091,14.74174,10.0
6765,F,1.3125,1.1,0.4125,26.2232875,11.793392,5.23048275,8.0796075,11.0
6766,M,1.475,1.0875,0.3125,21.44639675,9.6104805,3.6003865,6.23689,8.0
6767,F,1.425,1.125,0.4,20.184844,7.257472,4.0539785,6.9456275,13.0
6768,F,1.625,1.2625,0.425,38.22930075,16.96717575,7.83863675,10.20582,10.0
6769,F,1.35,1.0625,0.325,26.80445225,12.34620725,5.65572525,5.2446575,8.0
6770,I,0.8875,0.6875,0.2,5.03203625,2.154562,1.0489315,1.8427175,6.0
6771,M,1.2875,1.0,0.3125,18.24290325,7.994559,4.01145425,5.953395,13.0
6772,M,1.125,0.875,0.3,13.8062065,5.443104,2.96252275,4.3941725,13.0
6773,F,1.8125,1.375,0.475,53.4388075,26.80445225,12.1052365,12.40290625,11.0
6774,F,1.7,1.3125,0.3875,43.02036625,20.9502805,9.36950975,9.4970825,11.0
6775,F,1.5875,1.25,0.4625,37.9032815,14.64251675,8.66077225,13.1825175,16.0
6776,I,1.2,0.925,0.3125,12.74310025,4.72019175,2.62232875,4.53592,9.0
6777,I,1.1125,0.8625,0.3125,12.06271225,5.6982495,2.324659,3.005047,7.0
6778,M,1.575,1.2,0.4,32.31843,14.92601175,6.36446275,8.0796075,9.0
6779,F,1.1625,0.875,0.3125,16.42853525,6.7188315,3.6003865,4.3941725,10.0
6780,M,1.175,0.9375,0.3,16.0741665,7.3425205,3.10427025,4.1106775,10.0
6781,M,1.575,1.1625,0.3625,29.72445075,12.48795475,7.55514175,8.6465975,11.0
6782,I,1.5625,1.2,0.4375,33.849303,10.9145575,6.406987,10.6310625,16.0
6783,I,1.2125,0.95,0.3,16.45688475,7.3992195,3.58621175,4.252425,7.0
6784,I,1.25,1.0,0.3,14.004653,5.91087075,3.3168915,4.32329875,9.0
6785,M,1.475,1.125,0.3625,26.20911275,11.679994,6.80388,6.80388,8.0
6786,F,1.75,1.375,0.5,51.199197,22.2543575,12.47378,15.4504775,12.0
6787,I,0.5625,0.425,0.1,1.31825175,0.7087375,0.4252425,0.4252425,4.0
6788,F,1.325,1.0375,0.425,21.6873675,7.994559,4.86193925,7.7961125,10.0
6789,M,1.6625,1.3125,0.4875,45.7277435,19.901349,12.06271225,12.6155275,11.0
6790,F,1.4875,1.1375,0.3875,29.199985,13.11164375,5.8683465,8.6465975,12.0
6791,I,0.7375,0.55,0.2,3.07592075,1.474174,0.83631025,0.907184,5.0
6792,I,1.3125,0.9875,0.325,16.51358375,6.577084,3.5436875,4.9611625,10.0
